section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 02-19 §6,"Guide to Marine Equipment Approvals Covered by a Mutual Recognition Agreement (MRA) — DISCLAIMER. This guidance is not a substitute for applicable legal requirements, nor is it",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-19 §7,Guide to Marine Equipment Approvals Covered by a Mutual Recognition Agreement (MRA) — ENVIRONMENTAL ASPECT AND IMPACT CONSIDERATIONS.,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-19 §8,Guide to Marine Equipment Approvals Covered by a Mutual Recognition Agreement (MRA) — DISTRIBUTION. No paper distribution will be made of this NVIC. An electronic version,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-19 §9,Guide to Marine Equipment Approvals Covered by a Mutual Recognition Agreement (MRA) — RECORDS MANAGEMENT CONSIDERATIONS. This NVIC has been thoroughly,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §1,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — DISCUSSION. The following criteria describe U.S. Coast Guard requirements and",12,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §2,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — DISCLAIMER. This NVIC is intended only to provide clarity regarding existing",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §3,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — BACKGROUND.",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §5,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — ACTION. U.S. Coast Guard Captains of the Port (COTP), Area Maritime Security",2,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §6,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — ENVIRONMENTAL ASPECT AND IMPACT CONSIDERATIONS.",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §7,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — RECORDS MANAGEMENT CONSIDERATIONS. This NVIC has been thoroughly",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-24 §9,"Guidance for complying with reporting requirements for Breaches of Security (BOS), Suspicious Activity (SA), Transportation Security Incidents (TSI), and Cyber Incidents. — DISCLAIMER. This policy is not a substitute for applicable legal requirements, nor is itself",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 02-62 §1,"Watertight Bulkheads in All Inspected Vessels Maintenance of Watertight Integrity — Purpose. To advise inspection personnel, vessel operators, and others concerned as to the need for",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-62 §2,Watertight Bulkheads in All Inspected Vessels Maintenance of Watertight Integrity — Discussion.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-62 §3,Watertight Bulkheads in All Inspected Vessels Maintenance of Watertight Integrity — Action.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-62 §4,Watertight Bulkheads in All Inspected Vessels Maintenance of Watertight Integrity — Effective date. Upon receipt.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §1,"Guide for Inspection and Repair of Lifesaving Equipment — Canisters should be shaken to determine loose or rattling contents. Normally,",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §2,"Guide for Inspection and Repair of Lifesaving Equipment — Buoyancy tests on work vests should be the same as for life preservers, namely",3,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §3,"Guide for Inspection and Repair of Lifesaving Equipment — Some masks lose their elasticity rather rapidly, often causing the face masks that",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §4,Guide for Inspection and Repair of Lifesaving Equipment — Effective Date. Upon receipt.,13,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §5,Guide for Inspection and Repair of Lifesaving Equipment — Cracks are sometimes present around the eyepiece. If the rubber shows small,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §6,"Guide for Inspection and Repair of Lifesaving Equipment — Floats and buoyant apparatus should be rigged with float ropes, nets and",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §7,"Guide for Inspection and Repair of Lifesaving Equipment — After fiberglass recovering, tests for strength and buoyancy should be",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-63 §8,"Guide for Inspection and Repair of Lifesaving Equipment — Upon successful completion of repairs and tests as required, an additional",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-71 §1,Pipe Stress Analysis Calculations; Procedure for Submission of — Purpose. To outline the material required to be included with the pipe stress analysis calculations,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-71 §2,"Pipe Stress Analysis Calculations; Procedure for Submission of — Cancellation. Navigation and Vessel Inspection Circular No. 3-65, dated 29 April 1965, is hereby",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-71 §3,Pipe Stress Analysis Calculations; Procedure for Submission of — Background.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-71 §4,Pipe Stress Analysis Calculations; Procedure for Submission of — Action. Submissions of stress calculations for piping systems requiring review by the Commandant,3,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 02-76 §1,Damage Stability Calculation for Tank Vessels — Purpose. This circular clarifies procedures for the submission and approval of damage stability,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-76 §2,Damage Stability Calculation for Tank Vessels — Background.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-76 §3,Damage Stability Calculation for Tank Vessels — Problem.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-76 §4,Damage Stability Calculation for Tank Vessels — Discussion.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-76 §5,Damage Stability Calculation for Tank Vessels — Action.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §1,"Aluminum Bus Bars — If aluminum bus bars are used, they and all current carrying parts should be made of alloy",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §2,Aluminum Bus Bars — The connection of the copper cable or wire to the aluminum bus should be accomplished,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §3,Aluminum Bus Bars — If an aluminum - bodied connector is used it should be packed with oxide-inhibitor paste.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §4,Aluminum Bus Bars — A generous amount of joint compound should be applied to all joint surfaces before,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §5,Aluminum Bus Bars — A plated copper bar or plated copper terminal fitting may be connected to a plated,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §6,Aluminum Bus Bars — An aluminum to aluminum connection may be made with either plated aluminum bolts or,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-79 §7,Aluminum Bus Bars — A plug-in type circuit breaker should not be directly connected to an aluminum bus.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-80 §1,Poured Metal Socket Connections for Lifeboat Falls — PURPOSE. This Circular points out the hazards that can result from errors made in the installation,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-80 §2,Poured Metal Socket Connections for Lifeboat Falls — BACKGROUND. The Coast Guard has received growing evidence that the technique of installing,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-80 §3,Poured Metal Socket Connections for Lifeboat Falls — DISCUSSION.,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-80 §4,Poured Metal Socket Connections for Lifeboat Falls — ACTION. The Coast Guard recommends that management and operating personnel in the marine,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 02-81 §1,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — OVERVIEW,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §10,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — REQUEST FOR CHANGES. All requests for changes or questions regarding this NVIC and,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §11,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — REQUEST FOR CHANGES. All requests for changes and questions regarding,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §2,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — BACKGROUND,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §3,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — APPLICATION AND GENERAL PROCEDURES,6,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §4,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — BASIS FOR PERMITTING CONDITIONAL OCCUPANCY4,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §5,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — MANNING,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §6,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — OTHER COAST GUARD REGULATIONS,7,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §7,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — COI ENDORSEMENTS,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §8,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — MISLE ENTRIES,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-81 §9,Coast Guard Inspection Guidance Regarding Integrated Tug Barge Combinations — RECORDS MANAGEMENT CONSIDERATIONS. This NVIC has been thoroughly,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-84 §1,Amendments to the 1974 Safety of Life at Sea (SOLAS) Treaty — PURPOSE. The purpose of this Circular is to provide information to industry and Coast Guard,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-84 §2,Amendments to the 1974 Safety of Life at Sea (SOLAS) Treaty — BACKGROUND.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-84 §3,Amendments to the 1974 Safety of Life at Sea (SOLAS) Treaty — DISCUSSION.,4,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-84 §4,Amendments to the 1974 Safety of Life at Sea (SOLAS) Treaty — ACTION.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 02-85 §1,Notification to the U.S. Coast Guard for Enforcement of Load Line Requirements — PURPOSE. The purpose of this Circular is to provide guidance to authorized assigning authorities,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 02-85 §2,Notification to the U.S. Coast Guard for Enforcement of Load Line Requirements — DISCUSSION.,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 02-85 §3,Notification to the U.S. Coast Guard for Enforcement of Load Line Requirements — ACTION.,2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 02-87 §1,"Domestic Barge Transportation of Radioactive Materials/Nuclear Waste — PURPOSE. The purpose of this circular is to call the attention of Coast Guard field units, marine",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-87 §2,Domestic Barge Transportation of Radioactive Materials/Nuclear Waste — BACKGROUND.,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-87 §3,Domestic Barge Transportation of Radioactive Materials/Nuclear Waste — DISCUSSION.,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-87 §4,Domestic Barge Transportation of Radioactive Materials/Nuclear Waste — ACTION.,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-88 §1,Inerting Requirements for Chemical Tankers and Gas Carriers — PURPOSE. The purpose of this NVIC i8 to provide guidance and information pertaining to inert,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-88 §2,Inerting Requirements for Chemical Tankers and Gas Carriers — BACKGROUND.,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-88 §3,Inerting Requirements for Chemical Tankers and Gas Carriers — DISCUSSION.,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-88 §4,Inerting Requirements for Chemical Tankers and Gas Carriers — IMPLEMENTATION.,4,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 02-90 §1,"Recommended Standard for Double Hulls to be Fitted on New Tank Vessels or Retrofitted on Existing Tank Vessels (With All Changes) — PURPOSE. This Circular updates Navigation and Vessel Inspection Circular (NVIC) 2-90, by",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 02-90 §2,Recommended Standard for Double Hulls to be Fitted on New Tank Vessels or Retrofitted on Existing Tank Vessels (With All Changes) — DISCUSSION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 02-90 §3,Recommended Standard for Double Hulls to be Fitted on New Tank Vessels or Retrofitted on Existing Tank Vessels (With All Changes) — DISCUSSION.,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 02-90 §4,Recommended Standard for Double Hulls to be Fitted on New Tank Vessels or Retrofitted on Existing Tank Vessels (With All Changes) — IMPLEMENTATION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 02-95 §1,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Office of Commercial Vessel Compliance (CG-CVC)4:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §10,U.S. Coast Guard's The Alternate Compliance Program (ACP) — ENVIRONMENTAL ASPECT AND IMPACT CONSIDERATIONS.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §11,U.S. Coast Guard's The Alternate Compliance Program (ACP) — FORMS. None.,2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §12,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Permits to Proceed.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §16,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Approval of a vessel’s participation in the Under Water Survey in Lieu of Drydocking,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §2,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Traveling Inspection Staff (CG-5P-TI):,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §20,"U.S. Coast Guard's The Alternate Compliance Program (ACP) — Documentary Evidence of Financial Security for the MLC, 2006 (see NVIC 02-13, Ch. 1",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §24,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Ballast water management compliance and enforcement (see CG-CVC Policy Letter 17-,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §3,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Marine Safety Center (MSC)6:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §4,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Coast Guard Districts7:,2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §5,U.S. Coast Guard's The Alternate Compliance Program (ACP) — The OCMI8:,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §6,U.S. Coast Guard's The Alternate Compliance Program (ACP) — ROs should perform underwater Survey in lieu of Drydock (UWILD) examinations in,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §7,U.S. Coast Guard's The Alternate Compliance Program (ACP) — MAJOR CHANGES.,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §8,U.S. Coast Guard's The Alternate Compliance Program (ACP) — Shipboard Oil Pollution Emergency Plan (SOPEP)/Shipboard Pollution Emergency Plan,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-95 §9,U.S. Coast Guard's The Alternate Compliance Program (ACP) — RECORDS MANAGEMENT CONSIDERATIONS. This Circular has been thoroughly,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 02-96 §1,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Break Bulk Cargo Handling Gear.,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §2,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Containerized Cargo Handling Gear. In addition to the requirements in section D.1 of,6,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §3,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — OSHA Requirements.,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §4,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — The above inspection and proof load test was completed by the below signed personnel and to the best of their knowledge is as indicated,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §5,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Heel Block -,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §6,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — DISCUSSION.,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §7,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Winches - should be repaired or replaced if:,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §8,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Wire Rope - should be replaced if:,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-96 §9,Inspection of Cargo Handling Gear Prior to Explosive Handling Operations. — Miscellaneous Components - should be repaired or replaced if:,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 02-99 §1,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — A copy of the OCMI VAP approval letter (once the VAP,12,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 02-99 §2,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — Operational Evaluation of the Plans,2,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 02-99 §3,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — Appendices for each approved VAP.,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 02-99 §4,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — IMPLEMENTATION.,3,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 02-99 §5,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — A description of the method the company will use to integrate the applicable,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 02-99 §6,GUIDANCE ON THE STREAMLINED INSPECTION PROGRAM (Part 1) — A description of the company’s safety program.,4,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-00 §1,"Manning and training guidance for fast rescue boats on United States vessels. — When the Coast Guard performs the QSS, the NMC will oversee the program",1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-00 §2,"Manning and training guidance for fast rescue boats on United States vessels. — ACTION. Officers in Charge, Marine Inspection (OCMIs), should use this Circular when",2,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-00 §4,Manning and training guidance for fast rescue boats on United States vessels. — BACKGROUND.,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-00 §5,Manning and training guidance for fast rescue boats on United States vessels. — DEFINITIONS.,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-00 §6,Manning and training guidance for fast rescue boats on United States vessels. — DISCUSSION.,3,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 03-03 §1,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Exercise to evaluate the EDDs temperament may include the following;",3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:23.760326+00
NVIC 03-03 §10,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — FORMSIREPORTS. None.",11,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §2,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Exercise to evaluate the EDDs obedience may include the following;",5,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §23,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Facing various temperature controlled environments including humidity in cargo",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 03-03 §26,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — On-board cargo and or ships stores searching;",1,2026-04-07 03:29:23.760326+00,2026-04-07 03:29:23.760326+00
NVIC 03-03 §3,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Exercise to evaluate the EDDs ability to detect explosives may include the following;",3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:23.760326+00
NVIC 03-03 §4,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Training records should include:",1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §5,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Certification records: (kept by Certifying authority and Handler)",4,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §6,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Deployment/utilization:",53,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §7,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Business documentation should include:",1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §8,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Include exposing the canine to various heights and depths of training aid placement in",1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-03 §9,"Ch-2 to 03-03, Implementation guidance for the regulations mandated by the Maritime Transportation Security Act of 2002 (MTSA) for Facilities. — Continue until the explosives detection canine is certified or deemed not certifiable by the",22,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §1,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Applicability. Parties to Annex II have agreed to provide adequate reception facilities,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §10,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Carriage of Vegetable Oils in U.S.,3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §11,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Cargo Record Book,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §12,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Marine Portable Tanks,1,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §13,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Guidance for U.S. Vessels Operating under U.S. Regulations Transiting To/From Shipyards,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §14,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Guidance for Submitting Plans to the MSC,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §2,"Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — After March 31, detain vessel IAW",2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §3,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Cargo Classification,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §4,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Reception Facility Capacity,6,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §5,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Certificates,2,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §6,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Detailed Chemical Classification Process for International Trade,3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §7,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Chemical Classification Process for Domestic Only Trade,5,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
NVIC 03-06 §8,Guidance on Implementation of revisions to MARPOL Annex II and the IBC Code. — Prewash Operations,3,2026-04-07 03:29:21.651039+00,2026-04-07 03:29:21.651039+00
